"","stringency_index","government_response_index","containment_health_index","economic_support_index","c1_school_closing","c2_workplace_closing","c3_cancel_public_events","c4_restrictions_on_gatherings","c5_close_public_transport","c6_stay_at_home_requirements","c7_movementrestrictions","c8_internationaltravel","e1_income_support","e2_debtrelief","h1_public_information_campaigns","h2_testing_policy","h3_contact_tracing","h6_facial_coverings","h7_vaccination_policy","h8_protection_of_elderly_people"
"2021-05-14",52.78,70.1,65.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-15",52.78,70.1,65.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-16",52.78,70.1,65.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-17",52.78,70.1,65.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-18",52.78,70.1,65.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-19",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-20",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-21",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-22",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-23",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-24",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-25",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-26",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-27",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-28",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-29",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-30",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-05-31",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-06-01",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-06-02",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-06-03",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-06-04",58.33,73.23,69.4,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,2
"2021-06-05",58.33,75.31,71.79,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,3
"2021-06-06",58.33,75.31,71.79,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,3
"2021-06-07",58.33,75.31,71.79,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,3
"2021-06-08",58.33,75.31,71.79,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,3
"2021-06-09",58.33,75.31,71.79,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,3
"2021-06-10",58.33,75.31,71.79,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,4,3
"2021-06-11",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-12",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-13",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-14",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-15",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-16",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-17",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-18",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-19",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-20",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-21",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-22",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-23",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-24",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-25",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-26",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-27",58.33,76.56,73.21,100,3,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-28",54.63,74.48,70.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-29",54.63,74.48,70.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-06-30",54.63,74.48,70.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-01",54.63,74.48,70.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-02",54.63,74.48,70.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-03",54.63,74.48,70.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-04",54.63,74.48,70.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-05",54.63,74.48,70.83,100,2,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-06",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-07",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-08",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-09",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-10",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-11",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-12",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-13",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-14",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-15",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-16",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-17",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-18",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-19",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-20",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-21",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-22",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-23",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-24",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-25",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-26",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-27",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-28",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-29",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-30",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-07-31",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-01",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-02",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-03",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-04",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-05",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-06",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-07",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-08",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-09",50.93,72.4,68.45,100,1,2,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-10",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-11",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-12",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-13",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-14",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-15",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-16",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-17",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-18",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-19",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-20",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-21",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-22",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-23",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-24",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-25",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-26",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-27",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-28",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-29",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-30",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-08-31",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-01",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-02",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-03",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-04",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-05",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-06",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-07",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-08",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-09",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-10",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-11",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-12",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-13",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-14",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-15",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-16",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-17",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-18",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-19",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-20",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-21",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-22",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-23",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-24",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-25",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-26",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-27",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-28",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-29",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-09-30",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-01",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-02",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-03",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-04",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-05",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-06",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-07",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-08",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-09",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-10",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-11",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-12",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-13",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-14",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-15",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-16",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-17",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-18",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-19",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-20",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-21",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-22",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-23",50.93,72.4,68.45,100,2,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-24",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-25",47.22,70.31,66.07,100,1,1,1,4,0,1,0,3,2,2,2,3,2,4,5,3
"2021-10-26",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-10-27",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-10-28",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-10-29",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-10-30",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-10-31",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-01",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-02",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-03",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-04",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-05",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-06",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-07",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-08",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-09",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-10",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-11",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-12",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-13",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-14",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-15",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-16",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-17",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-18",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-19",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-20",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-21",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-22",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-23",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-24",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-25",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-26",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-27",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-28",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-29",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-11-30",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-01",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-02",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-03",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-04",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-05",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-06",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-07",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-08",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-09",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-10",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-11",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-12",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-13",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-14",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-15",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-16",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-17",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-18",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-19",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-20",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-21",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-22",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-23",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-24",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-25",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-26",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-27",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-28",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-29",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-30",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
"2021-12-31",44.44,68.75,64.29,100,1,1,1,4,0,1,0,2,2,2,2,3,2,4,5,3
